#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 470000      1.17e+01      3.08e-02      1.17e-01      5.04e-02    2.0e-04
 472000      8.19e+00      1.96e-02      8.07e-02      1.11e-01    2.0e-04
 474000      6.93e+00      1.31e-02      6.85e-02      8.13e-02    2.0e-04
 476000      1.15e+01      2.35e-02      1.15e-01      5.06e-02    2.0e-04
 478000      9.69e+00      2.12e-02      9.61e-02      1.02e-01    2.0e-04
 480000      1.25e+01      4.01e-02      1.23e-01      1.74e-01    1.9e-04
 482000      8.75e+00      1.59e-02      8.65e-02      7.15e-02    1.9e-04
 484000      8.87e+00      1.14e-01      8.82e-02      6.46e-02    1.9e-04
 486000      8.67e+00      2.69e-02      8.63e-02      4.44e-02    1.9e-04
 488000      6.44e+00      3.36e-02      6.40e-02      5.53e-02    1.9e-04
 490000      9.62e+00      7.01e-03      9.55e-02      6.40e-02    1.9e-04
 492000      1.32e+01      1.33e-01      1.31e-01      6.37e-02    1.9e-04
 494000      4.82e+00      8.97e-03      4.70e-02      8.14e-02    1.8e-04
 496000      5.12e+00      2.04e-02      5.02e-02      8.11e-02    1.8e-04
 498000      6.85e+00      2.35e-02      6.80e-02      6.13e-02    1.8e-04
 500000      6.99e+00      1.90e-02      6.77e-02      1.35e-01    1.8e-04
 502000      8.93e+00      1.42e-01      8.59e-02      1.88e-01    1.8e-04
 504000      1.01e+01      2.19e-02      1.00e-01      5.01e-02    1.8e-04
 506000      5.22e+00      7.01e-02      4.95e-02      1.29e-01    1.8e-04
 508000      1.09e+01      2.51e-02      1.05e-01      1.44e-01    1.8e-04
 510000      2.96e+00      5.78e-02      2.86e-02      5.96e-02    1.7e-04
 512000      6.82e+00      5.39e-02      6.73e-02      8.80e-02    1.7e-04
 514000      1.29e+01      1.48e-01      1.28e-01      1.10e-01    1.7e-04
 516000      1.19e+01      7.56e-02      1.18e-01      8.99e-02    1.7e-04
 518000      5.95e+01      1.35e-01      5.90e-01      6.10e-01    1.7e-04
 520000      4.04e+00      3.23e-02      3.56e-02      1.07e-01    1.7e-04
 522000      9.40e+01      3.29e-01      9.36e-01      7.12e-01    1.7e-04
 524000      1.04e+01      1.92e-02      1.04e-01      5.08e-02    1.7e-04
 526000      1.06e+01      2.30e-02      1.06e-01      1.30e-02    1.7e-04
 528000      6.26e+00      4.74e-02      6.23e-02      4.17e-02    1.6e-04
 530000      3.33e+00      5.89e-02      3.30e-02      1.69e-02    1.6e-04
 532000      5.82e+00      9.21e-03      5.79e-02      2.78e-02    1.6e-04
 534000      5.45e+00      5.55e-02      5.44e-02      1.39e-02    1.6e-04
 536000      1.02e+01      1.19e-02      1.01e-01      6.32e-02    1.6e-04
 538000      8.91e+00      1.19e-02      8.83e-02      9.50e-02    1.6e-04
 540000      9.34e+00      1.09e-01      9.28e-02      4.86e-02    1.6e-04
 542000      1.89e+01      2.60e-01      1.86e-01      2.56e-01    1.6e-04
 544000      5.43e+00      2.11e-02      5.32e-02      5.97e-02    1.6e-04
 546000      1.66e+01      3.02e-01      1.41e-01      6.81e-01    1.5e-04
 548000      8.43e+00      2.36e-02      8.42e-02      1.20e-02    1.5e-04
 550000      5.48e+00      8.90e-02      5.23e-02      1.25e-01    1.5e-04
 552000      1.09e+01      7.41e-02      9.59e-02      2.80e-01    1.5e-04
 554000      6.58e+00      1.01e-02      4.96e-02      2.42e-01    1.5e-04
 556000      8.39e+00      7.37e-02      8.36e-02      5.16e-02    1.5e-04
 558000      1.09e+01      1.97e-02      1.08e-01      7.19e-02    1.5e-04
 560000      1.16e+01      5.95e-02      1.04e-01      2.96e-01    1.5e-04
 562000      5.62e+00      1.03e-02      5.59e-02      4.12e-02    1.5e-04
 564000      3.74e+00      6.43e-02      3.64e-02      4.30e-02    1.5e-04
 566000      1.11e+01      1.08e-01      1.09e-01      1.90e-01    1.4e-04
 568000      8.46e+00      3.41e-02      8.44e-02      4.57e-02    1.4e-04
 570000      5.01e+00      3.76e-02      4.98e-02      4.24e-02    1.4e-04
 572000      7.13e+00      1.77e-02      7.05e-02      5.68e-02    1.4e-04
 574000      6.51e+00      4.59e-02      6.47e-02      3.83e-02    1.4e-04
 576000      2.63e+00      3.64e-02      1.89e-02      1.02e-01    1.4e-04
 578000      9.21e+00      4.03e-02      9.17e-02      6.32e-02    1.4e-04
 580000      4.58e+00      8.75e-03      4.54e-02      3.52e-02    1.4e-04
 582000      8.19e+00      7.61e-03      8.17e-02      3.38e-02    1.4e-04
 584000      4.82e+00      2.03e-02      4.67e-02      9.47e-02    1.4e-04
 586000      4.45e+01      2.87e-01      4.25e-01      1.03e+00    1.3e-04
 588000      6.33e+00      1.79e-02      5.25e-02      2.80e-01    1.3e-04
 590000      6.51e+00      1.19e-02      6.46e-02      4.50e-02    1.3e-04
 592000      7.75e+00      1.64e-02      7.59e-02      1.24e-01    1.3e-04
 594000      1.12e+01      2.67e-02      1.12e-01      8.31e-02    1.3e-04
 596000      2.09e+01      1.12e-01      2.06e-01      2.90e-01    1.3e-04
 598000      6.60e+00      3.03e-02      6.46e-02      1.07e-01    1.3e-04
 600000      8.83e+00      1.69e-02      8.81e-02      4.19e-02    1.3e-04
 602000      1.16e+01      1.54e-02      1.15e-01      1.08e-01    1.3e-04
 604000      7.09e+00      2.44e-02      7.08e-02      3.41e-02    1.3e-04
 606000      1.85e+01      6.01e-02      1.74e-01      3.57e-01    1.3e-04
 608000      5.84e+00      2.80e-02      5.81e-02      4.68e-02    1.3e-04
 610000      4.52e+00      4.93e-02      4.35e-02      9.57e-02    1.2e-04
 612000      1.53e+01      1.19e-02      9.15e-02      9.74e-01    1.2e-04
 614000      1.07e+01      7.59e-02      1.07e-01      7.39e-02    1.2e-04
 616000      8.52e+00      1.02e-01      8.46e-02      6.59e-02    1.2e-04
 618000      7.87e+00      6.07e-03      7.73e-02      1.19e-01    1.2e-04
 620000      6.91e+00      6.49e-03      6.80e-02      7.11e-02    1.2e-04
 622000      1.48e+01      3.58e-02      1.38e-01      4.10e-01    1.2e-04
 624000      5.41e+00      2.16e-02      5.41e-02      1.26e-02    1.2e-04
 626000      8.12e+00      6.61e-02      7.87e-02      1.55e-01    1.2e-04
 628000      9.22e+00      5.15e-02      9.12e-02      1.05e-01    1.2e-04
 630000      9.40e+00      1.88e-02      9.28e-02      8.12e-02    1.2e-04
 632000      7.89e+00      2.01e-02      7.72e-02      9.20e-02    1.2e-04
 634000      8.07e+00      1.35e-01      7.77e-02      1.66e-01    1.1e-04
 636000      8.24e+00      2.32e-02      8.23e-02      3.47e-02    1.1e-04
 638000      1.17e+01      9.33e-03      1.17e-01      4.22e-02    1.1e-04
 640000      9.31e+00      3.68e-02      8.43e-02      2.18e-01    1.1e-04
 642000      5.78e+00      1.07e-02      5.70e-02      5.43e-02    1.1e-04
 644000      4.38e+00      4.36e-02      4.36e-02      2.66e-02    1.1e-04
 646000      7.81e+00      1.81e-02      7.81e-02      1.87e-02    1.1e-04
 648000      5.18e+00      1.11e-02      5.17e-02      1.85e-02    1.1e-04
 650000      5.99e+00      4.82e-02      5.95e-02      5.60e-02    1.1e-04
 652000      3.85e+01      1.91e-01      3.82e-01      3.73e-01    1.1e-04
 654000      7.97e+00      2.93e-04      7.93e-02      4.54e-02    1.1e-04
 656000      4.91e+00      2.40e-02      4.90e-02      7.47e-03    1.1e-04
 658000      5.40e+00      3.21e-02      5.30e-02      5.58e-02    1.1e-04
 660000      8.38e+00      1.64e-02      8.34e-02      6.57e-02    1.0e-04
 662000      4.98e+00      9.77e-02      4.33e-02      1.32e-01    1.0e-04
 664000      5.70e+00      8.45e-03      5.65e-02      3.78e-02    1.0e-04
 666000      5.06e+00      3.12e-02      4.99e-02      4.65e-02    1.0e-04
 668000      1.17e+01      3.43e-01      1.07e-01      3.44e-01    1.0e-04
 670000      3.00e+00      2.00e-03      2.93e-02      3.54e-02    1.0e-04
 672000      7.68e+00      2.43e-02      7.68e-02      1.87e-02    1.0e-04
 674000      7.43e+00      4.78e-02      7.38e-02      6.73e-02    1.0e-04
 676000      6.69e+00      5.55e-02      6.66e-02      4.35e-02    9.9e-05
 678000      3.48e+01      1.61e-01      3.43e-01      4.65e-01    9.8e-05
 680000      6.87e+00      2.17e-02      6.81e-02      7.29e-02    9.8e-05
 682000      1.51e+01      1.33e-03      1.35e-01      3.85e-01    9.7e-05
