#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 324000      4.37e+01      8.84e-02      4.29e-01      4.58e-01    3.3e-04
 326000      3.14e+01      2.15e-01      2.66e-01      1.86e+00    3.3e-04
 328000      4.79e+01      3.14e-01      4.77e-01      3.09e-01    3.3e-04
 330000      3.01e+01      3.90e-01      2.96e-01      2.64e-01    3.2e-04
 332000      8.92e+01      4.41e-01      8.75e-01      9.47e-01    3.2e-04
 334000      1.29e+02      2.73e-01      1.29e+00      5.79e-01    3.2e-04
 336000      8.54e+01      8.13e-01      7.51e-01      4.53e+00    3.2e-04
 338000      5.87e+01      1.92e-01      5.41e-01      1.80e+00    3.1e-04
 340000      7.42e+01      6.75e-02      7.42e-01      8.51e-02    3.1e-04
 342000      4.41e+01      1.22e-01      4.35e-01      5.51e-01    3.1e-04
 344000      3.95e+01      2.93e-02      3.92e-01      2.48e-01    3.1e-04
 346000      4.91e+01      2.25e-02      4.61e-01      9.42e-01    3.1e-04
 348000      4.93e+01      9.40e-02      4.77e-01      7.11e-01    3.0e-04
 350000      5.79e+01      1.97e-01      5.78e-01      1.92e-01    3.0e-04
 352000      6.09e+01      1.33e-01      6.00e-01      7.92e-01    3.0e-04
 354000      1.04e+02      8.62e-02      1.04e+00      4.98e-01    3.0e-04
 356000      7.04e+01      1.32e-01      6.43e-01      1.61e+00    3.0e-04
 358000      5.23e+01      1.65e-01      3.16e-01      2.33e+00    2.9e-04
 360000      3.37e+01      1.47e-01      3.03e-01      8.19e-01    2.9e-04
 362000      9.52e+01      1.27e-01      9.31e-01      2.19e+00    2.9e-04
 364000      3.98e+01      1.01e-01      3.92e-01      7.56e-01    2.9e-04
 366000      7.18e+01      1.85e-01      7.17e-01      2.14e-01    2.9e-04
 368000      3.37e+01      1.21e-02      3.35e-01      2.95e-01    2.8e-04
 370000      8.72e+01      8.63e-03      8.68e-01      4.82e-01    2.8e-04
 372000      1.00e+02      4.40e-02      9.91e-01      8.23e-01    2.8e-04
 374000      5.04e+01      2.32e-01      4.46e-01      1.84e+00    2.8e-04
 376000      1.59e+02      1.37e-01      1.58e+00      8.27e-01    2.8e-04
 378000      4.64e+01      1.44e-01      4.59e-01      5.51e-01    2.7e-04
 380000      3.09e+01      9.42e-02      3.06e-01      2.25e-01    2.7e-04
 382000      6.41e+01      3.42e-01      5.66e-01      1.68e+00    2.7e-04
 384000      4.33e+01      7.38e-02      4.13e-01      7.36e-01    2.7e-04
 386000      6.77e+01      3.58e-02      6.76e-01      1.88e-01    2.7e-04
 388000      5.86e+01      4.69e-02      5.85e-01      1.57e-01    2.7e-04
 390000      8.89e+01      4.10e-01      8.84e-01      7.39e-01    2.6e-04
 392000      4.56e+01      2.59e-01      4.55e-01      2.11e-01    2.6e-04
 394000      1.07e+02      3.17e-01      1.06e+00      5.03e-01    2.6e-04
 396000      1.04e+02      9.28e-01      2.50e-01      1.12e+01    2.6e-04
 398000      4.12e+01      1.40e-02      3.99e-01      5.81e-01    2.6e-04
 400000      5.98e+01      2.05e-02      5.82e-01      7.77e-01    2.5e-04
 402000      2.67e+01      2.44e-01      2.52e-01      4.88e-01    2.5e-04
 404000      7.94e+01      6.95e-01      7.48e-01      1.47e+00    2.5e-04
 406000      6.11e+01      7.83e-02      6.09e-01      3.13e-01    2.5e-04
 408000      4.32e+01      1.80e-01      4.32e-01      1.88e-01    2.5e-04
 410000      3.11e+01      2.26e-03      2.93e-01      5.92e-01    2.5e-04
 412000      4.68e+01      5.31e-01      4.49e-01      1.44e+00    2.4e-04
 414000      1.16e+02      1.75e+00      8.73e-01      6.03e+00    2.4e-04
 416000      1.44e+02      3.14e+00      7.07e-01      9.88e+00    2.4e-04
 418000      5.93e+01      7.85e-02      5.92e-01      2.13e-01    2.4e-04
